0,429,803,jing.png,2000,2000
1,447,1025,jing.png,2000,2000
2,462,1261,jing.png,2000,2000
3,501,1462,jing.png,2000,2000
4,590,1605,jing.png,2000,2000
5,665,1676,jing.png,2000,2000
6,748,1748,jing.png,2000,2000
7,916,1798,jing.png,2000,2000
8,1023,1809,jing.png,2000,2000
9,1148,1798,jing.png,2000,2000
10,1284,1755,jing.png,2000,2000
11,1395,1687,jing.png,2000,2000
12,1492,1608,jing.png,2000,2000
13,1560,1465,jing.png,2000,2000
14,1610,1265,jing.png,2000,2000
15,1617,1029,jing.png,2000,2000
16,1628,785,jing.png,2000,2000
17,565,710,jing.png,2000,2000
18,633,689,jing.png,2000,2000
19,712,682,jing.png,2000,2000
20,784,710,jing.png,2000,2000
21,837,785,jing.png,2000,2000
22,1224,785,jing.png,2000,2000
23,1284,710,jing.png,2000,2000
24,1360,682,jing.png,2000,2000
25,1417,692,jing.png,2000,2000
26,1478,721,jing.png,2000,2000
27,1034,843,jing.png,2000,2000
28,1034,907,jing.png,2000,2000
29,1038,1057,jing.png,2000,2000
30,1030,1247,jing.png,2000,2000
31,859,1290,jing.png,2000,2000
32,948,1318,jing.png,2000,2000
33,1034,1315,jing.png,2000,2000
34,1123,1318,jing.png,2000,2000
35,1206,1290,jing.png,2000,2000
36,676,1018,jing.png,2000,2000
37,755,1007,jing.png,2000,2000
38,823,1011,jing.png,2000,2000
39,894,1072,jing.png,2000,2000
40,816,1097,jing.png,2000,2000
41,730,1072,jing.png,2000,2000
42,1174,1068,jing.png,2000,2000
43,1224,1011,jing.png,2000,2000
44,1299,996,jing.png,2000,2000
45,1413,1014,jing.png,2000,2000
46,1338,1075,jing.png,2000,2000
47,1242,1100,jing.png,2000,2000
48,880,1533,jing.png,2000,2000
49,916,1508,jing.png,2000,2000
50,959,1494,jing.png,2000,2000
51,1029,1488,jing.png,2000,2000
52,1102,1490,jing.png,2000,2000
53,1152,1504,jing.png,2000,2000
54,1185,1533,jing.png,2000,2000
55,1156,1565,jing.png,2000,2000
56,1102,1583,jing.png,2000,2000
57,1030,1590,jing.png,2000,2000
58,973,1583,jing.png,2000,2000
59,916,1565,jing.png,2000,2000
60,913,1532,jing.png,2000,2000
61,964,1522,jing.png,2000,2000
62,1027,1521,jing.png,2000,2000
63,1095,1524,jing.png,2000,2000
64,1145,1534,jing.png,2000,2000
65,1097,1551,jing.png,2000,2000
66,1027,1553,jing.png,2000,2000
67,963,1546,jing.png,2000,2000
68,443,692,jing.png,2000,2000
69,517,480,jing.png,2000,2000
70,707,293,jing.png,2000,2000
71,1024,222,jing.png,2000,2000
72,1346,290,jing.png,2000,2000
73,1544,483,jing.png,2000,2000
74,1621,689,jing.png,2000,2000
75,923,1608,jing.png,2000,2000
76,869,1558,jing.png,2000,2000
